"","Ticker_x","SimFinId","Report.Date","Fiscal.Year","Current.Ratio","Quick.Ratio","Total.Debt.Ratio","Debt.to.Asset.Ratio","Cash.Coverage.Ratio","Interest.Coverage.Ratio","Current.Ratio.T","Current.Ratio.out","Quick.Ratio.T","Quick.Ratio.Out","Total.Debt.Ratio.T","Total.Debt.Ratio.out","Debt.to.Asset.Ratio.T","Debt.to.Asset.Ratio.out","Cash.Coverage.Ratio.T","Cash.Coverage.Ratio.out","Interest.Coverage.Ratio.T","Interest.Coverage.Ratio.out"
"9101","STX",378212,"6/30/17",2017,1.91965,1.423458,0.852827,0.541757,9.433333,5.866667,0.652142877755878,0,0.353089122558848,0,-0.159198565658979,0,-0.612937717560082,0,8.3281329807281,0,8.6662796411351,0
"9102","STX",378212,"6/30/18",2018,1.351097,0.952038,0.823061,0.512115,11.722222,8.70202,0.300916855068314,0,-0.0491503290210062,0,-0.194724961975201,0,-0.669206069788538,0,8.32868587548153,0,8.66676805012398,0
"9127","SVT",250129,"12/31/11",2011,6.860658,3.141345,0.19436,0.114091,98.928571,86.678571,1.92580335550527,0,1.14465105215613,0,-1.63804316944443,0,-2.17075890340219,0,8.3495265814341,0,8.680107399851,0
"9128","SVT",250129,"12/31/12",2012,7.528487,3.415521,0.166263,0.09743,59.75,47.057692,2.01869409200787,0,1.2283300436118,0,-1.79418440701456,0,-2.32862110754489,0,8.34021732094704,0,8.67335174417397,0
"9129","SVT",250129,"12/31/13",2013,3.952307,1.646202,0.173449,0.088724,46.707317,31.097561,1.37429945905475,0,0.498470816474876,0,-1.75187167093324,0,-2.42222485129359,0,8.33709890848534,0,8.67061747508167,0
"9130","SVT",250129,"12/31/14",2014,2.742925,1.096309,0.380224,0.131082,33.12766,19.255319,1.00902486925574,0,0.091949083096385,0,-0.966994726248861,0,-2.03193219741013,0,8.33384174286578,0,8.6685838348162,0
"9131","SVT",250129,"12/31/15",2015,5.65028,2.354613,0.234741,0.118462,43.8,33.542857,1.73170510145254,0,0.856376382754337,0,-1.44927250028686,0,-2.13316304493969,0,8.33640246230745,0,8.67103688532814,0
"9132","SVT",250129,"12/31/16",2016,4.964193,2.191238,0.217294,0.098933,46.109589,34.835616,1.60225074652209,0,0.784466680912014,0,-1.52650400369783,0,-2.31331242563493,0,8.33695576267785,0,8.67125854463186,0
"9133","SVT",250129,"12/31/17",2017,5.103549,2.560647,0.241115,0.095588,39.441558,27.948052,1.62993618006937,0,0.940259960934519,0,-1.42248128088166,0,-2.34770798981601,0,8.3353574904952,0,8.67007702089878,0
"9134","SVT",250129,"12/31/18",2018,4.854906,2.196235,0.230563,0.075159,50.158879,40.579439,1.57998974007285,0,0.786744530672284,0,-1.46723113501821,0,-2.58814940947483,0,8.33792509901137,0,8.67224279948641,0
"9149","SWKS",353611,"9/30/10",2010,3.865748,3.075943,0.158215,0.047788,59.845973,46.797927,1.35215519500924,0,1.12361152091254,0,-1.84380041145566,0,-3.04098071702716,0,8.34024023140314,0,8.67330730136671,0
"9150","SWKS",353611,"9/30/11",2011,3.303712,2.379751,0.148802,0.328457,197.736842,156.684211,1.19504668478924,0,0.866995860361396,0,-1.90513871581326,0,-1.11334934764667,0,8.37262669931432,0,8.69193345116416,0
"9151","SWKS",353611,"9/30/12",2012,4.834702,3.309797,0.108163,0.27048,9.993415,7.190017,1.57581949308647,0,1.19688685820312,0,-2.22411593038575,0,-1.30755712058251,0,8.32826830011854,0,8.6665076269296,0
"9152","SWKS",353611,"9/30/13",2013,5.972732,4.473011,0.099439,0.247829,12.364085,9.553695,1.78720444416829,0,1.49806178364733,0,-2.30821088814561,0,-1.39501628677176,0,8.32884086644148,0,8.66691471040466,0
"9153","SWKS",353611,"9/30/14",2014,4.802419,3.774866,0.14843,0.219789,18.279278,15.020244,1.56911974930283,0,1.32836488538222,0,-1.90764181234546,0,-1.51508728376084,0,8.33026808123197,0,8.66785555023442,0
"9154","SWKS",353611,"9/30/15",2015,4.127398,3.409355,0.150616,0.189055,34.838563,29.257781,1.41764718421121,0,1.22652312384427,0,-1.89302172755973,0,-1.66571730096532,0,8.33425269824067,0,8.67030180522411,0
"9155","SWKS",353611,"9/30/16",2016,9.524738,7.137964,0.081444,0.16322,50.88627,41.690895,2.25389241407277,0,1.96542758162572,0,-2.50783961147252,0,-1.81265629494104,0,8.33809912546589,0,8.67243314548313,0
"9156","SWKS",353611,"9/30/17",2017,6.789637,5.340294,0.11105,0.152224,51.371308,42.69823,1.9153974791695,0,1.67528070763634,0,-2.1977747286417,0,-1.88240215873227,0,8.33821515275074,0,8.67260562860706,0
"9157","SWKS",353611,"9/30/18",2018,5.804978,4.31922,0.151567,0.1605,51.809147,42.236309,1.75871582530633,0,1.46307483039835,0,-1.88672750756945,0,-1.82946133641207,0,8.33831987787215,0,8.67252653887349,0
"9209","SYMC",427444,"3/31/10",2009,1.153805,1.034208,0.595085,0.166578,14.552846,8.593496,0.143065176337936,0,0.0336359163977547,0,-0.51905102649676,0,-1.79229161079026,0,8.32936920703536,0,8.66674936051088,0
"9210","SYMC",427444,"3/31/11",2010,0.91682,0.811568,0.637943,0.203082,12.353383,7.526316,-0.0868441182508797,0,-0.208787100097591,0,-0.449506341321344,0,-1.59414544061581,0,8.32883828242143,0,8.66656555599969,0
"9211","SYMC",427444,"3/31/12",2011,1.028413,0.921421,0.602765,0.156605,17.813725,11.411765,0.0280168373254222,0,-0.081838235335656,0,-0.506227876291062,0,-1.85402856745493,0,8.33015582665834,0,8.66723459945353,0
"9212","SYMC",427444,"3/31/13",2012,1.152506,1.037902,0.622553,0.213055,14.338583,9.314961,0.141938701948868,0,0.0372013679551657,0,-0.473926513705277,0,-1.54620493064227,0,8.32931749884662,0,8.66687360206205,0
"9213","SYMC",427444,"3/31/14",2013,1.312587,1.182304,0.57183,0.154738,10.383562,5.356164,0.271999999001127,0,0.167465077117273,0,-0.558913534573046,0,-1.86602191485065,0,8.32836255130777,0,8.66619167814727,0
"9214","SYMC",427444,"3/31/15",2014,1.217606,1.024029,0.5515,0.158392,10.044776,4.746269,0.196886635839819,0,0.0237448465288036,0,-0.59511344028858,0,-1.84268230592774,0,8.32828070834783,0,8.66608657912646,0
"9215","SYMC",427444,"3/31/16",2015,1.725515,1.621374,0.687601,0.187558,11.893333,7.906667,0.545525556650561,0,0.483273937918044,0,-0.374546551140585,0,-1.67366714807203,0,8.32872719608347,0,8.6666310691884,0
"9216","SYMC",427444,"3/31/17",2016,1.151882,1.061229,0.808132,0.450424,3.197115,0.831731,0.141397126471776,0,0.0594276704617695,0,-0.213029867467235,0,-0.797565917608275,0,8.32662503227512,0,8.66541175055598,0
"9217","SYMC",427444,"3/31/18",2017,1.101893,0.937224,0.681262,0.318929,4.292969,1.792969,0.0970296098278349,0,-0.0648329644817585,0,-0.383808318480921,0,-1.1427867715027,0,8.32689017994534,0,8.66557750089743,0
"9218","SYNA",260659,"6/30/11",2011,4.03385,3.675693,0.25473,0.005053,4922.764706,4265.764706,1.39472125490414,0,1.30174168631601,0,-1.36755111830276,0,-5.28777315267237,0,9.11074263136545,0,9.21669659889744,0
"9219","SYNA",260659,"6/30/12",2012,4.225241,3.874553,0.267246,0.004257,2.386045,2.067536,1.44107630060246,0,1.35443030131272,0,-1.31958569644811,0,-5.45919059213612,0,8.32642874431748,0,8.66562484060465,0
"9220","SYNA",260659,"6/30/13",2013,3.745472,3.366774,0.245074,0.003334,3.292537,3,1.32054764374043,0,1.21395501585903,0,-1.40619507322623,0,-5.70358249465353,0,8.32664812292714,0,8.66578559546606,0
"9221","SYNA",260659,"6/30/14",2014,2.918632,2.524764,0.312751,0.595476,4.295537,3.906031,1.0711150133523,0,0.926147593012631,0,-1.16234793219818,0,-0.518394193265943,0,8.32689080120396,0,8.66594176858329,0
"9222","SYNA",260659,"6/30/15",2015,2.050593,1.621894,0.478018,0.159537,44.263158,37.736842,0.718129019612994,0,0.483594602139722,0,-0.738106890295919,0,-1.83547940873763,0,8.33651344403531,0,8.67175581643956,0
"9223","SYNA",260659,"6/30/16",2016,2.223774,1.724059,0.457776,0.181126,25.25,18.75,0.79920575251977,0,0.544681394393736,0,-0.781375297477471,0,-1.70856235730753,0,8.33194736310504,0,8.6684969655074,0
"9224","SYNA",260659,"6/30/17",2017,2.551546,2.007088,0.415647,0.171311,19.2,13.666667,0.936699449969997,0,0.69668491539009,0,-0.877918936642058,0,-1.76427466088596,0,8.33049004948259,0,8.667622670499,0
"9225","SYNA",260659,"6/30/18",2018,2.605708,2.079281,0.513735,0.300507,-0.495495,-2.247748,0.957704423307261,0,0.732022160877594,0,-0.666047710678228,0,-1.20228423076904,0,8.32573106783368,0,8.66488055787551,0
"9226","SYNT",693332,"12/31/11",2011,4.895526,4.348185,0.174231,0.897881,5.089353,4.535492,1.58832172679778,0,1.46975851665188,0,-1.74737327402411,0,-0.107717736164838,0,8.32708282516487,0,8.66605025480373,0
"9227","SYNT",693332,"12/31/12",2012,3.846061,3.417516,0.220664,0,9.000376,8.426087,1.34704950767523,0,1.22891397138994,0,-1.5111140963784,0,-Inf,0,8.32802836299993,0,8.66672052924976,0
"9228","SYNT",693332,"12/31/13",2013,6.783699,6.202744,0.275408,0.138767,8.464803,8.030453,1.91452252840149,0,1.82499177478628,0,-1.28950164445299,0,-1.97495901133834,0,8.32789893447065,0,8.6666523896621,0
"9229","SYNT",693332,"12/31/14",2014,8.165706,7.51748,0.225639,0.106004,8.490746,8.008983,2.09994318931025,0,2.01723097541808,0,-1.48881890195851,0,-2.24427844973299,0,8.32790520433697,0,8.66664869177594,0
"9230","SYNT",693332,"12/31/15",2015,5.034373,4.763826,0.186068,0.414027,9.006285,8.537875,1.61628899011435,0,1.56105112689657,0,-1.68164308068334,0,-0.88182408989208,0,8.32802979089705,0,8.66673978152685,0
"9296","TCX",651784,"12/31/11",2011,0.922234,0.162676,0.737064,4.577862,113.709725,73.474823,-0.0809562915308794,0,-1.81599478639392,0,-0.305080552028448,0,1.52123207690827,0,8.35301635305263,0,8.67786112879458,0
"9297","TCX",651784,"12/31/12",2012,0.901458,0.15298,0.776463,4.502734,38.106651,28.660464,-0.10374182644237,0,-1.87744808508842,0,-0.253006287238917,0,1.50468476784467,0,8.33503721715274,0,8.67019929600996,0
"9298","TCX",651784,"12/31/13",2013,0.927372,0.24133,0.77819,4.434586,23.432253,18.350403,-0.0754004994150026,0,-1.42158998751462,0,-0.2507845686813,0,1.48943426303904,0,8.33150973047013,0,8.66842826550718,0
"9299","TCX",651784,"12/31/14",2014,1.088379,0.220132,0.716665,4.216406,58.495052,51.129299,0.084689433363748,0,-1.51352791255781,0,-0.333146772112638,0,1.43898310641278,0,8.3399176943017,0,8.67404809137068,0
"9300","TCX",651784,"12/31/15",2015,0.86719,0.19032,0.772587,0.027104,130.055953,119.573187,-0.142497179728556,0,-1.65904841298743,0,-0.258010655192322,0,-3.60807396051249,0,8.35686150415923,0,8.6856817092035,0
"9301","TCX",651784,"12/31/16",2016,0.986412,0.308313,0.735106,0.066373,61.726902,55.553886,-0.0136811617558793,0,-1.1766397782583,0,-0.307740572480596,0,-2.71246493170075,0,8.34068913657607,0,8.67480425765168,0
"9302","TCX",651784,"12/31/17",2017,0.861677,0.170392,0.825048,0.219375,10.995328,7.595488,-0.148874788516568,0,-1.76965361404584,0,-0.192313712521771,0,-1.51697268476201,0,8.32851032303469,0,8.66657747078297,0
"9303","TDC",378223,"12/31/10",2010,2.471002,2.258348,0.368561,0,10.212081,8.922134,0.904623736395057,0,0.81463357254151,0,-0.99814904509573,0,-Inf,0,8.32832112625185,0,8.666805956293,0
"9304","TDC",378223,"12/31/11",2011,2.031655,1.821583,0.428899,0.110856,10.226507,8.357145,0.708850731836824,0,0.599705903268861,0,-0.846533819007835,0,-2.19952321718572,0,8.32832461123965,0,8.66670865578263,0
"9305","TDC",378223,"12/31/12",2012,1.903226,1.733251,0.419765,0.089367,12.213452,10.033714,0.643550341115483,0,0.549998835791111,0,-0.868060248106108,0,-2.41500379246378,0,8.32880449517746,0,8.66699736123985,0
"9306","TDC",378223,"12/31/13",2013,2.014175,1.819588,0.400194,0.088501,169.75,133,0.700209682279196,0,0.598610101835954,0,-0.915805849448641,0,-2.42474142759706,0,8.36613771649628,0,8.68794811183873,0
"9307","TDC",378223,"12/31/14",2014,1.579899,1.460302,0.454981,0.149425,224,167.666667,0.457360920945013,0,0.378643263644944,0,-0.787499619144844,0,-1.90096068427182,0,8.37867797155949,0,8.69377609140517,0
"9308","TDC",378223,"12/31/15",2015,1.819517,1.488982,0.664028,0.307479,50.333333,31.444444,0.598571081252591,0,0.398092664978703,0,-0.409430961720078,0,-1.17934848675054,0,8.33796683944983,0,8.67067698217955,0
"9309","TDC",378223,"12/31/16",2016,2.223594,2.087791,0.597596,0.235392,36.666667,26,0.7991248057665,0,0.736106569225034,0,-0.514840338626359,0,-1.44650306944034,0,8.33469161850035,0,8.66974258987652,0
"9310","TDC",378223,"12/31/17",2017,1.646284,1.545626,0.738654,0.304382,13.466667,4.266667,0.498520626861324,0,0.435429006280799,0,-0.302925667944542,0,-1.18947178746312,0,8.32910705137289,0,8.66600392484543,0
"9311","TDC",378223,"12/31/18",2018,1.415263,1.291378,0.790254,0.210593,21.625,5.375,0.347315379548689,0,0.255709865289991,0,-0.235400866209881,0,-1.55782791820124,0,8.3310744343739,0,8.66619492385009,0
"9315","TECD",181744,"1/31/12",2011,1.458912,0.883124,0.6665,0.077122,15.59203,10.740092,0.377690952437167,0,-0.12428965788652,0,-0.405715139363374,0,-2.56236669540616,0,8.32961995586607,0,8.66711897469513,0
"9316","TECD",181744,"1/31/13",2012,1.468316,0.888666,0.658034,0.018243,14.896432,10.60777,0.384116165883046,0,-0.118033817099421,0,-0.418498677259235,0,-4.00397383417605,0,8.32945211922236,0,8.66709619462491,0
"9317","TECD",181744,"1/31/14",2013,1.382566,0.80012,0.719166,0.076414,14.989548,9.73186,0.323941192877024,0,-0.222993562563085,0,-0.329663071691935,0,-2.57158935352387,0,8.32947458825317,0,8.66694538808352,0
"9318","TECD",181744,"1/31/15",2014,1.400955,0.819872,0.707293,0.055456,13.463226,7.216493,0.337154146924668,0,-0.198607048469306,0,-0.346310271779778,0,-2.89216536544894,0,8.32910622075818,0,8.66651218766569,0
"9319","TECD",181744,"1/31/16",2015,1.490231,0.896298,0.680588,0.059458,15.582898,9.940711,0.398931141497955,0,-0.109482332017049,0,-0.384798148572385,0,-2.82248509803574,0,8.32961775264337,0,8.66698134829137,0
"9320","TECD",181744,"1/31/17",2016,1.480444,0.896669,0.684545,0.057668,31.520837,20.961761,0.392342042785022,0,-0.109068492827264,0,-0.379000894997413,0,-2.85305285203248,0,8.33345563344564,0,8.66887713323106,0
"9321","TECD",181744,"1/31/18",2017,1.253553,0.845914,0.773885,0.12677,7.22341,4.500682,0.225981919333857,0,-0.167337579389454,0,-0.256331995242704,0,-2.0653808580315,0,8.32759887046985,0,8.66604425568413,0
"9330","TEL",104745,"9/30/09",2009,2.133461,1.336902,0.562617,0.150893,7.47973,4,0.757745543656951,0,0.290354997004026,0,-0.575156166532563,0,-1.89118430262095,0,8.32766083437808,0,8.66595796468135,0
"9331","TEL",104745,"9/30/10",2010,1.945376,1.228035,0.584746,0.142008,15.585185,11.777778,0.665455274582614,0,0.205415330947452,0,-0.536577714071386,0,-1.95187188493963,0,8.32961830441456,0,8.6672976009217,0
"9332","TEL",104745,"9/30/11",2011,2.047214,1.043695,0.577724,0.150482,17.309353,13.251799,0.71647984444889,0,0.04276730118374,0,-0.54865903300384,0,-1.89391180327492,0,8.33003419778857,0,8.6675512825767,0
"9333","TEL",104745,"9/30/12",2012,1.624126,0.982018,0.586812,0.19222,14.915033,10.934641,0.484969824936729,0,-0.0181456408567622,0,-0.533050783024656,0,-1.649114729587,0,8.32945660771198,0,8.6671524665951,0
"9334","TEL",104745,"9/30/13",2013,1.607798,0.949541,0.545745,0.163263,17.680328,13.286885,0.474865540975137,0,-0.051776569040673,0,-0.605603445298129,0,-1.81239288153055,0,8.33012365952652,0,8.66755732015609,0
"9335","TEL",104745,"9/30/14",2014,2.223641,1.130478,0.552749,0.191445,22.277778,17.175926,0.799145942495277,0,0.122640552130786,0,-0.592851268382355,0,-1.65315471787937,0,8.33123168475522,0,8.66822631832144,0
"9336","TEL",104745,"9/30/15",2015,2.205594,1.524196,0.53446,0.188644,21.613445,16.436975,0.790996860375545,0,0.42146705791892,0,-0.626498387613016,0,-1.66789363800737,0,8.33107165061961,0,8.66809923739324,0
"9337","TEL",104745,"9/30/16",2016,1.557404,0.878343,0.518117,0.231145,23.25,17.833333,0.443020332540653,0,-0.129718101042747,0,-0.657554193501285,0,-1.46471005975741,0,8.33146584148745,0,8.66833936216588,0
"9338","TEL",104745,"9/30/17",2017,1.540421,0.911879,0.497449,0.223883,25.781818,20.009091,0.432055755688334,0,-0.0922479731485666,0,-0.698262240201076,0,-1.49663168501302,0,8.33207536502196,0,8.66871340161838,0
"9339","TEL",104745,"9/30/18",2018,1.405669,0.727664,0.468704,0.196213,34.108696,26.858696,0.340513346042766,0,-0.317915875788649,0,-0.75778383984624,0,-1.62855447512643,0,8.33407740634649,0,8.66989001994224,0
"9354","TESS",42813,"3/31/12",2011,1.657906,1.069773,0.537516,0.014604,108.735746,92.194606,0.505555360292864,0,0.067446476434209,0,-0.6207967519815,0,-4.22645981518875,0,8.35184337544364,0,8.68104431616773,0
"9355","TESS",42813,"3/31/13",2012,1.948395,1.073448,0.470908,0.013937,152.533452,130.323818,0.667005956738787,0,0.0708758974801803,0,-0.753092533131979,0,-4.27320810484476,0,8.36212489617537,0,8.68749679065271,0
"9356","TESS",42813,"3/31/14",2013,2.419016,1.271996,0.385816,0.013149,176.448509,149.070906,0.883360845909447,0,0.240587320258898,0,-0.952394707105036,0,-4.33140956887735,0,8.36769465898442,0,8.69065409262189,0
"9357","TESS",42813,"3/31/15",2014,2.207219,0.985147,0.392495,0.011857,116.768679,89.371189,0.791733352075263,0,-0.0149644103663369,0,-0.935231480694317,0,-4.4348368685062,0,8.35373704145277,0,8.68056485935922,0
"9358","TESS",42813,"3/31/16",2015,2.572001,1.432464,0.335793,0.011555,85.3292,56.00496,0.944684195177786,0,0.359396038400919,0,-1.09126038029748,0,-4.46063703525579,0,8.34630503152576,0,8.67488131453538,0
"9359","TESS",42813,"3/31/17",2016,2.206675,1.146095,0.379147,0.000324,129.52901,57.192833,0.791486857708722,0,0.136360511889938,0,-0.969831286302208,0,-8.03476704217194,0,8.35673778080992,0,8.6750842102461,0
"9360","TESS",42813,"3/31/18",2017,2.206675,1.146095,0.379147,0.000324,27.71918,18.414589,0.791486857708722,0,0.136360511889938,0,-0.969831286302208,0,-8.03476704217194,0,8.33254152522467,0,8.66843930088871,0
"9440","TIVO",176762,"1/31/13",2012,4.453844,4.221401,0.565126,0.239647,-17.608456,-18.992455,1.4937675435249,0,1.44016706347259,0,-0.570706563848916,0,-1.42858827171064,0,8.32157763018345,0,8.66198724190613,0
"9441","TIVO",176762,"1/31/14",2013,3.963845,3.74827,0.553771,0.225888,-17.703647,-20.083652,1.37721451378599,0,1.32129440020202,0,-0.591004035091296,0,-1.48771597776908,0,8.321554478335,0,8.66179840324744,0
"9442","TIVO",176762,"1/31/15",2014,4.815542,4.18631,0.578208,0.13251,2.681493,-0.252836,1.57184860381649,0,1.43181967766017,0,-0.547821613452717,0,-2.02109716470559,0,8.32650025047963,0,8.66522470107992,0
"9443","TIVO",176762,"1/31/16",2015,3.386902,3.020309,0.737318,0.29941,9.583056,7.809956,1.21991563925701,0,1.10535914403346,0,-0.30473600088429,0,-1.20594140742078,0,8.32816915655499,0,8.66661441170301,0
"9444","TIVO",176762,"1/31/17",2016,1.971201,1.879692,0.683504,0.28885,5.177558,4.110499,0.67864300166213,0,0.631107933633058,0,-0.380522770604094,0,-1.24184775675486,0,8.32710415966394,0,8.66597700948448,0
"9455","TLRA",646927,"12/31/13",2013,4.174034,4.115379,0.175945,2.683265,-56.787402,-106.472441,1.42888295428547,0,1.41473093195351,0,-1.73758383278229,0,0.987034336599593,0,8.31200315639474,0,8.64673395488655,0
"9456","TLRA",646927,"12/31/14",2014,3.381948,3.339822,0.21478,2.881426,-4128.25,-5797,1.21845187484074,0,1.20591751215529,0,-1.53814103055207,0,1.05828531049593,0,0,0,0,0
"9457","TLRA",646927,"12/31/15",2015,2.230917,2.169146,0.396683,3.107823,-2065.2,-2899.6,0.802412711710384,0,0.774333541704781,0,-0.924617805921811,0,1.13392248107675,0,7.63242535111424,0,7.97191413958087,0
"9458","TLRA",646927,"12/31/16",2016,1.820882,1.06087,0.490861,3.407595,-100.75969,-171.868217,0.599320999085208,0,0.0590893262059881,0,-0.711594286989789,0,1.2260067638771,0,8.30114697185256,0,8.6351774127001,0
"9459","TLRA",646927,"12/31/17",2017,2.265758,2.22476,0.447317,3.474757,-49.742537,-78.697761,0.817909360786199,0,0.799649044631799,0,-0.804487763452884,0,1.24552454851412,0,8.31373154025804,0,8.65160209074411,0
"9460","TLRA",646927,"12/31/18",2018,1.391792,1.361517,0.688648,3.094169,-81.067416,-122.696629,0.330592125459801,0,0.30859951928215,0,-0.373025023855933,0,1.12951937250789,0,8.3060233146932,0,8.64387929836574,0
"9551","TRHC",494892,"12/31/16",2016,1.422836,0.998365,0.228667,0.024004,2.078431,0.938725,0.35265206299304,0,-0.00163633807119655,0,-1.47548848219948,0,-3.72953479585487,0,8.32635428823068,0,8.66543020134364,0
"9552","TRHC",494892,"12/31/17",2017,1.276731,0.990997,0.340432,0.009077,12.412791,-1.412791,0.244302904899737,0,-0.00904377190193813,0,-1.07753987965078,0,-4.70201153743765,0,8.32885262652163,0,8.66502461111071,0
"9553","TRHC",494892,"12/31/18",2018,0.52441,0.399477,0.48697,0.032835,18.246137,-0.299117,-0.645481457861749,0,-0.917599087398093,0,-0.719552759439717,0,-3.4162602593392,0,8.3302600906597,0,8.66521671846471,0
"9562","TRMB",627855,"1/31/11",2010,2.836884,1.761642,0.257751,0.082036,306.473842,193.115097,1.04270626672852,0,0.566246328663916,0,-1.35576127636417,0,-2.50059710367065,0,8.39744609270013,0,8.69803283355019,0
"9563","TRMB",627855,"1/31/12",2011,1.782193,1.044974,0.400974,0.212796,36.429985,21.807063,0.577844628458997,0,0.0439920047244774,0,-0.913858691682873,0,-1.54742131868379,0,8.33463480297988,0,8.6690223894887,0
